id,address,display_address,gAddress,geo_accuracy,street_address,house_num,street,city_id,state_id,zipcode,country_id,apt_num,bldg_id,is_rental,is_no_fee,is_furnished,is_commercial,listing_type,is_available,list_on_web,is_approved,available_on,status,headline,slug,description,pets,currency_id,rent,security_deposit,min_lease_term,max_lease_term,price,common_charges,real_estate_tax,taxes,maintenance,financing_allowed,show_price,commission,assessment,assessment_amount,assessment_date,assessment_expiration_date,assessment_pay_period,is_new_development,max_price,min_unit_area,max_unit_area,max_num_bedrooms,area_units,area,num_rooms,num_bedrooms,num_bathrooms,floor,lot_size_units,lot_size,exterior_sf,block,tax_lot,zoning,ownership_id,property_type_id,type_other,cross_street,neighborhood_id,region_id,show_house_num,show_apt_num,show_street,show_building_name,marketing_group_id,office_id,external_url,source,broker_id,comments,extra,listed_on,listed_by_agent_id,created_on,modified_on,created_by_agent_id,last_mod_by_agent_id,sort_score,last_scored,extra_keywords,meta_description,geo,rental_period,rental_registration,market_stage,x,y,xy
860125,"66 East 11th Street, New York, NY 10003 USA",66 E 11th St,"66 E 11th St, New York, NY 10003, USA",8.0,66 East 11th Street,66,East 11th Street,1.0,43.0,10003.0,231.0,PH,16479.0,0,0,0,0,2,1,1,1,,1,INTRODUCING - The Penthouse at 66 East 11th Street: Design the Home of your Dreams,4-br-condo-greenwich-village-manhattan-ny,"<div>
<p><strong>UNIT IS BEING OFFERED AS A WHITE BOX WITH A $1M DESIGN/RENOVATION CREDIT AT CLOSING. ONCE-IN-A-LIFETIME OPPORTUNITY TO DESIGN AND CREATE A TROPHY PENTHOUSE </strong></p>
<p>A one-of-a-kind floor-through triplex graced with a colossal 2,342 sq. ft. rooftop terrace, this stunning 4-bedroom, 7-bathroom penthouse is a blank canvas that, when finished, is sure to become a Greenwich Village masterpiece. The home is mid-renovation, but already has pristine hardwood floors, re-skimmed sheetrock, and all top-of-the-line infrastructure, wiring, and home-automation systems in place. The PH also comes delivered with a top-of-the-line appliance package including a 78-bottle dual zone wine refrigerator, a six-burner Viking range, Miele microwave and steam oven, Bosch dishwasher, and a Sub-Zero 36” Integrated Combination refrigerator/freezer. Everything else, from lighting and bathroom fixtures to kitchen surfaces and finishes, is patiently awaiting customization.    </p>
<p>Features of this 7,693 sq. ft. home include airy beamed ceilings, direct keyed elevator to every floor, quadruple exposure, a series of arched casement windows with deep sills, a washer/dryer hookup, a powder room on every floor, a solarium/green house, views of One World Trade Center, Grace Church, and the Empire State Building, and a staggering sky lit spiral staircase with wrought-iron railing and floating wooden planks.</p>
<p>Beyond a spacious foyer, the eighth floor of the home opens into an expansive, open-concept living room, dining room, and kitchen. The space is saturated with northern light via an octet of tall arched windows, and a suite of high-end stainless steel appliances are included with the kitchen. The master suite occupies the other half the eighth floor and boasts a gargantuan walk-in closet, a huge dressing room, and a massive en-suite bathroom with 5 windows, wall niches, a walk-in shower, and an enclosed toilet.</p>
<p>The seventh floor of the home contains a trio of large bedrooms, a laundry closet, and an additional living/lounge area. Each bedroom possesses a walk-in closet and a full en-suite bathroom. Completing the home is a luxurious private terrace floor, which features a glass-enclosed solarium/green house, a convenient powder room, and breathtaking 360-degree views of the city skyline.  </p>
<p>66 East 11th is a 19th Century condominium nestled between Union Square and Washington Square Parks. A converted Dress Factory built in 1897, the building has an ornate terra-cotta façade and dozens of built-in wellness amenities that include purified air and water, bio-based insulation for sound reduction, and vitamin-infused showers. Located in the heart of the Greenwich Village, the building is surrounded by a number of high-end, historic restaurants, bars, cafes, and shops, and has easy access to the rest of the Village, NoHo, SoHo, the Flatiron District, and Gramercy. Pets are welcome.</p>
</div>",1.0,1,,,,,28000000.0,12957.0,9220.0,,,90.0,1,,0,,,,,0,,,,,1,7693.0,8.0,4.0,7.0,PH,1,,2342.0,,,,15.0,36.0,,Broadway,10.0,1,1,1,1,1,,14,,0,,,,2018-05-15 13:55:01.464277+00,2279.0,2018-05-15 13:55:02.094021+00,2018-06-01 16:22:48.747706+00,2279.0,2279.0,2589.29,2018-07-18 10:03:05.341783+00,,,0101000020E610000000000000847F52C0040000C0CB5D4440,0,,2,-73.992431640625,40.732780456543,-3013.917473463344
903165,200 East 24th Street New York New York 10010 UNITED STATES,200 E 24th St,"200 E 24th St, New York, NY 10010, USA",8.0,200 E 24th St,200,East 24th Street,1.0,43.0,10010.0,231.0,1809,3178.0,0,0,0,0,2,1,1,1,,1,Large and Luminous High Floor One-Bedroom at Gramercy's Crystal House,crystal-house-1-br-apartment-gramercy-manhattan-ny,"<div>
<p>A gut-renovated co-op graced with chic finishes and picturesque city views, this 1-bedroom, 1-bathroom home is a paradigm of contemporary city charm. Features of this 850 sq. ft. apartment include classic parquet floors, northern, southern, and eastern exposure, an extra-long living and dining space, and a quartet of large closets.</p>
<p>Beyond a tasteful foyer adorned with a roomy coat closet the home flows into a 29-ft long living and dining area. The dining space sits adjacent to a pristine galley-style kitchen equipped with an east-facing window, a granite countertop, a mosaic tile backsplash, and a suite of high-end stainless steel appliances. The luminous king-sized bedroom possesses a huge closet and easy access to an immaculate full bathroom with sleek new fixtures.</p>
<p>The Crystal House is a 19-story, full-service co-op located in Gramercy / Kips Bay. Amenities include a 24-hour doorman, a live-in super, a welcoming lobby, a bicycle room, and a landscaped rooftop deck that boasts commanding views of the surrounding neighborhood and the city skyline. The building is three blocks away from both Gramercy and Madison Square Parks, and is surrounded by restaurants, bars, cafes, and shops. Nearby subway lines include the 6/N/R/W. Pets and pieds-a-terre are welcome.     </p>
</div>",1.0,1,,,,,679000.0,,,,1658.0,90.0,1,3.0,0,,,,,0,,,,,1,850.0,3.0,1.0,1.0,18,1,,,,,,3.0,19.0,,3rd Ave,7.0,1,1,1,1,1,,14,,0,,,,2018-07-11 15:15:55.333042+00,2870.0,2018-07-11 15:15:55.379058+00,2018-07-11 20:35:27.001905+00,2870.0,2870.0,2416.04219270127,2018-07-17 07:56:47.441045+00,,,0101000020E61000003B2EF4D2DE7E52C0CD3E8F519E5E4440,0,,2,-73.9823501,40.7392065,-3013.982238079196
847747,233 East 69th Street New York New York 10021 UNITED STATES,233 E 69th St,"233 E 69th St, New York, NY 10021, USA",8.0,233 E 69th St,233,East 69th Street,1.0,43.0,10021.0,231.0,12F,4618.0,0,0,0,0,2,1,1,1,2018-05-07,1,Bright Renovated Studio at Full-Service Doorman Co-op In Upper East Side!,studio-apartment-upper-east-side-manhattan-ny,"<div>
<p>Residence 12F is a bright, renovated studio located in the heart of the Upper East Side.</p>
<p>This high floor apartment with incredible windows faces West and has light throughout the entire day.</p>
<p>The apartment has been recently renovated and is move-in ready.</p>
<p>The full-service co-op features a 24-hour doorman, laundry, roof deck and separate entrance on 70th Street.</p>
<p>Conveniently located in Lenox Hill, you have access to many grocery stores, amazing restaurants, and fitness facilities.</p>
<p>Less than 3 blocks to both the 6 train and new 2nd Avenue Q-line.</p>
<p>Contact today for access!</p>
</div>",1.0,1,,,,,425000.0,,,,872.0,75.0,1,3.0,0,,,,,0,,,,,1,,,0.0,1.0,12,1,,,,,,3.0,19.0,,Third Ave.,2.0,1,1,1,1,1,,2,,0,,,,2018-05-07 16:39:53.613232+00,2375.0,2018-05-07 16:39:53.858939+00,2018-05-07 21:19:04.889593+00,2375.0,2375.0,1822.4018913340199,2018-07-15 17:58:08.024923+00,,,0101000020E6100000FD6B79E57A7D52C074081C0934624440,0,,2,-73.960626,40.767213,-3015.168593755338
833277,"220 Riverside Boulevard, New York, NY 10069 USA",220 Riverside Blvd,"220 Riverside Blvd, New York, NY 10069, USA",8.0,220 Riverside Boulevard,220,Riverside Boulevard,1.0,43.0,10069.0,231.0,6T,9317.0,0,0,0,0,2,1,1,1,2018-04-13,1,Sprawling 1BD 1.5BA Ultimate Bachelor Pad @ The Luxurious UWS Condominium!,trump-place-1-br-apartment-upper-west-side-manhattan-ny,"<div>
<p><strong><em>Sprawling 1BD 1.5BA Ultimate Bachelor Pad @ The Luxurious Condominium on Upper West Side! </em></strong></p>
<p>This unit features a windowed foyer, herringbone hardwood floors through out, gourmet pass through kitchen, beautiful granite counter tops, top notch stainless steel appliances, windowed marbles bathrooms, generous closet space, 9 foot ceilings, North and South Exposures, and an in unit washer/dryer! <strong><em>The apartment can be easily converted into 2 bedroom!</em></strong></p>
<p>220 Riverside Boulevard offers resort-living by providing its residents with 24 hour white glove doorman and concierge desk, health club with indoor swimming pool, children’s play room, private event room, billiards area, courtyard, garage, valet services and more.</p>
<p>Sublets and Pied-a-terres OK! The location is superb, steps to Lincoln Center, The Met, Riverside Park, the bike path, Pier 1, Boat Basin, Jubliee Market, Columbus Circle, Restaurants, and the Subway.</p>
<p><strong><em>You will love 220 Riverside Boulevard Lifestyle!</em></strong></p>
</div>",1.0,1,,,,,1499500.0,1276.0,723.0,,,100.0,1,,0,,,,,0,,,,,1,1136.0,4.0,1.0,1.5,6,1,,,,,,15.0,19.0,,West 70th Street,3.0,1,1,1,1,1,,8,,0,,,,2018-04-13 19:58:31.478826+00,2556.0,2018-04-13 19:58:34.285686+00,2018-04-13 20:20:12.836199+00,2556.0,2556.0,1792.8097090618105,2018-07-18 06:33:01.447129+00,,,0101000020E610000000000060387F52C0FDFFFFBFC9634440,0,,2,-73.9878158569336,40.7795944213867,-3017.1931227699956
651542,"120 Riverside Boulevard, New York, NY 10069 USA",120 Riverside Blvd,"120 Riverside Blvd, New York, NY 10069, USA",8.0,120 Riverside Boulevard,120,Riverside Boulevard,1.0,43.0,10069.0,231.0,8-J,9553.0,1,0,0,0,2,1,1,1,2018-07-09,1,Mint One Bedroom Apartment at Trump Place is waiting for its new Residents!,Trump-Place-1-BR-Apartment-Upper-West-Side-Manhattan-NY,"<div><p>Mint One Bedroom Apartment at Trump Place is waiting for its new Residents!</p>
<p>The spacious home features a beautiful living room with hardwood floors &amp; oversized windows. The gourmet pass-through kitchen offers granite counters &amp; stainless steel appliances. There is also a luxurious marble bath, generous closet space and a washer/dryer within the apartment.</p>
<p>Trump Place at 120 Riverside Blvd is white glove Luxury Living at its Finest. The amenities are fantastic, including a 24 hour doorman, concierge, gorgeous lobby, a 12,000 square foot state of the art fitness center, men + women locker rooms with stream room and sauna, spin and Pilates, studio for classes, indoor 50ft lap pool, Jacuzzi, spa services, children's playroom. Media lounge with projection screen, billiards table, valet, dry cleaning, maid service, stroller and bike room, and a rooftop ""Oasis"" sky lounge and roof deck overlooking the Hudson River. This is truly an amazing building! The location is superb, steps to Lincoln Center, Riverside Park, the bike path, Pier 1, Boat Basin, Jubliee Market, Restaurants, and the Subway.</p></div>",4.0,1,3600.0,,12.0,24.0,,,,,,100.0,1,,0,,,,,0,,,,,1,798.0,3.0,1.0,1.0,8,1,,,,,,15.0,19.0,,West 66th Street,3.0,1,1,1,1,1,,8,,0,,,,2016-10-26 19:46:27.958566+00,1992.0,2016-10-26 13:23:32.047938+00,2018-07-13 22:02:57.269725+00,1992.0,2559.0,1984.96357291897,2018-07-17 08:07:28.380273+00,,,0101000020E6100000020000E0477F52C0FBFFFFDF7B634440,0,,2,-73.9887619018555,40.7772178649902,-3017.0558636328483
876266,"220 E 60th St, New York, NY 10022, USA",220 E 60th St,"220 E 60th St, New York, NY 10022, USA",8.0,220 East 60th Street,220,East 60th Street,1.0,43.0,10022.0,231.0,6-B,,0,0,0,0,2,1,1,1,2018-06-05,1,"** 220 E. 60 St - Prime Upper East Side Location, Large & Bright One Bedroom **",1-br-midrise-upper-east-side-manhattan-ny,"<div>
<p>Located on a tree lined block straddling midtown east and the upper east side, this extra large 1 Bedroom CONDO is just steps to express trains or a short stroll to 5th Avenue shopping and the tranquility of ‘The Pond’ located at the southern tip of Central Park!</p>
<p>Apartment 6-B boasts a granite kitchen with stainless steel appliances, large living area, hardwood floors and king-size bedroom with his &amp; her closets.</p>
<p>Large QUIET WINDOWS® allow for a bright, yet peaceful environment when returning home.</p>
<p>The Colonnade is a 24-hour doorman building with garage parking that lists Bloomingdale’s, Patsy’s Pizza, Serendipity and Dylan’s Candy Bar as its neighbors. This is a perfect home or investment location with liberal condo rules and LOW maintenance!            **Buyer to pay Transfer tax **</p>
<p>Priced aggressively, this home will not last!</p>
<p>Amenities:</p>
<p>•24-hour doorman</p>
<p>•Live-in building super</p>
<p>•Garage</p>
<p>•Laundry</p>
<p>•Sorry, no dogs</p>
</div>",4.0,1,,,,,879000.0,767.0,760.0,,,90.0,1,,0,,,,,0,,,,,1,750.0,3.5,1.0,1.0,6,1,,,,,,15.0,2.0,,,2.0,1,1,1,1,1,,8,,0,,"Michael Hanney
516.456.4701
Michael Hanney
Market Leader, CA
Emerson Reid, LLC
 
Direct: (559) 666-2015
CA DOI #0C94240",,2018-06-04 15:51:06.145505+00,932.0,2018-06-04 15:51:13.335897+00,2018-06-18 21:06:50.943397+00,932.0,932.0,2082.7357141701,2018-07-18 21:59:35.796905+00,,,0101000020E6100000787F06E5C77D52C09C29BEEB7D614440,0,,2,-73.96532560000003,40.7616553,-3014.949106259467
752235,"241 Lafayette St, New York, NY 10012, USA",241 Lafayette St,"241 Lafayette St, New York, NY 10012, USA",8.0,241 Lafayette Street,241,Lafayette Street,1.0,43.0,10012.0,231.0,6,,1,0,0,0,2,1,1,1,2017-09-01,1,"Soho/Nolita: Keyed Elevator, Full Floor Penthouse Loft",3-br-loft-soho-manhattan-ny,"<p>This grand 2,200 square foot Soho/Nolita Penthouse loft has amazing views of the Freedom Tower, and Empire State building. A keyed elevator opens directly into the bright living room with an abundance of light from West and Northern facing exposures. This tastefully designed loft features a state of the art, brand new kitchen equipped with a dishwater and bar height butcher block countertops. Down the hall you'll find a large storage space and in unit laundry. The master bedroom fits a king sized bedroom set comfortably with plenty of storage space. Two additional queen sized bedrooms complete this astonishing residence. Located in the heart of one of Manhattan's finest neighborhoods.</p>",1.0,1,10500.0,1.0,12.0,12.0,,,,,,100.0,1,,0,,,,,0,,,,,1,2200.0,5.0,3.0,1.0,6,1,,,,,,6701.0,8.0,,,133.0,1,1,1,1,1,,2,,0,,,,2017-08-29 18:21:41.945032+00,2607.0,2017-08-29 18:21:42.733295+00,2018-04-04 13:17:30.653143+00,2607.0,2607.0,1601.1219689396698,2018-07-19 02:43:40.139289+00,,,0101000020E6100000744BBC4DC97F52C059B8F64F815C4440,0,,2,-73.99666159999998,40.7226963,-3013.3435775506714
847753,"415 Central Park West, New York, NY 10025, USA",415 Central Park West,"415 Central Park West, New York, NY 10025, USA",8.0,415 Central Park West,415,Central Park West,1.0,43.0,10025.0,231.0,7AR,,0,0,0,0,2,1,1,1,2018-05-08,1,"NEW TO MARKET !!! 415 Central Park West a True GEM, LARGE ONE BEDROOM Completely RENOVATED !! MUST SEE !!",1-br-apartment-central-park-west-upper-west-side-manhattan-ny,"<div>
<p>Meticulously renovated and rarely available one bedroom at 415 CPW. This south facing elegant home offers a grand size living room with custom made plantation shutters and partial Central Park views, hardwood floors, beamed ceilings, and very generous closet space. Modern eat-in kitchen is outfitted with new cabinetry and top-of-the line stainless steel appliances, sleek stone counter top, mosaic back splash. Separated from the living room and entertaining area by lengthy hallway a large bedroom with walk-in closet. The SPA-LIKE windowed, marble bathroom is perfectly appointed with glass stall shower and european vanity.</p>
<p>415 CPW is s full service pre-war gem designed by Deutsch &amp; Schneider, offering a stunning style lobby with renovated community room, bike room, new laundry, facilities, located directly across one of the most serene and beautiful areas of Central Park. Don't miss this great opportunity to live in a building with excellent financials and very low maintenance.</p>
</div>",5.0,1,,,,,965000.0,,,,1242.0,75.0,1,3.0,0,,,,,0,,,,,1,,,1.0,1.0,7,1,,,,,,3.0,19.0,,,3.0,1,1,1,1,1,,2,,0,,,,2018-05-07 17:14:07.962911+00,1553.0,2018-05-07 17:14:10.71119+00,2018-05-10 03:37:04.815092+00,1553.0,1553.0,1835.70879061349,2018-07-15 18:13:13.616073+00,,,0101000020E61000003056D4609A7D52C0651A4D2EC6654440,0,,2,-73.96254750000003,40.7951105,-3017.310298124
871873,"80 Riverside Boulevard, New York, NY 10069 USA",80 Riverside Blvd,"80 Riverside Blvd, New York, NY 10069, USA",8.0,80 Riverside Boulevard,80,Riverside Boulevard,1.0,43.0,10069.0,231.0,5H,10081.0,0,0,0,0,2,1,1,1,,1,SUN-DRENCHED ONE BEDROOM AT THE RUSHMORE,the-rushmore-1-br-apartment-upper-west-side-manhattan-ny,"<div>
<p>Beautiful One Bedroom Apartment at the Rushmore Condominium on Riverside Park!</p>
<p>This residence features floor to ceiling windows, three closets including a walk-in closet, true hardwood floors throughout, washer/dryer in unit, marble bathroom with separate shower and tub, a pass through kitchen with top of the line appliances, lovely park view, and Bright Eastern Exposure.</p>
<p>To complete the luxury lifestyle experience, the Rushmore pairs this residence with world class amenities that include 24 hour door attendants, concierge, state of the art fitness center with indoor swimming pool + steam room + sauna, children's playroom designed by Kidville, children's game-room, movie screening room, courtyard, entertainment suite, billiards room, sundeck, refrigerated spaces for grocery deliveries, and laundry room. Situated on 63rd street and Riverside Boulevard, the Rushmore's location provides a combination of tranquility and entertainment. Being adjacent to Lincoln Center and Columbus Circle provides a wealth of shops, grocery markets, entertainment venues, and restaurants, while Riverside Park is just steps away and offers scenic open greenery with walking trails, biking trails, and baseball/soccer fields. Please contact us for a private viewing so we can show you why the Rushmore has become one of the most sought after buildings in the Upper West Side.</p>
<p>You will love the Rushmore Lifestyle</p>
</div>",1.0,1,,,,,1395000.0,871.0,826.0,,,100.0,1,,0,,,,,0,,,,,1,798.0,3.0,1.0,1.0,5,1,,,,,,15.0,19.0,,West 64th Street,3.0,1,1,1,1,1,13.0,1,,0,,,,2018-05-30 01:20:01.462624+00,2561.0,2018-05-30 01:20:10.746691+00,2018-05-30 01:29:20.24539+00,2561.0,2561.0,1956.65692425875,2018-07-18 22:20:06.223554+00,,,0101000020E610000004000000497F52C0FBFFFF7F77634440,0,,2,-73.9888305664063,40.7770843505859,-3017.0487850075583
757605,"1 Leroy Street, New York, NY 10014 USA",1 Leroy St,"1 Leroy St, New York, NY 10014, USA",8.0,1 Leroy Street,1,Leroy Street,1.0,43.0,10014.0,231.0,PH5C,9207.0,0,0,0,0,2,1,1,1,2017-09-20,1,"PH Triplex in the heart of the West Village! Private rooftop terrace, skylight, two fireplaces!",4-br-condo-greenwich-village-manhattan-ny,"<div>
<p>Enter into this extraordinary residence to an impressive view of the grand staircase which is topped with a gorgeous skylight. As you continue into the home, your eye is then drawn to an inviting living room filled with natural light and charming architectural details. The handsome wood burning fireplace has an exceptional mantle made of reclaimed wood from the Plaza Hotel and single slab marble surround. Opposite the living area is a fully renovated chef’s kitchen outfitted with top name brand appliances including Sub-Zero, Bosch, &amp; a gas stove by Viking. A beautiful breakfast bar provides extra storage and counter space, and accommodates the 46 bottle wine refrigerator. The adjacent dining area comfortably fits an 8+ person table and a stylish custom built in wall unit.</p>
<p>The lower level of the home is comprised of three large bedrooms. The Master suite is illuminated by a trio of windows and features a cozy reading nook. The en suite bathroom is complete with a deep soaking Jacuzzi tub, dual sinks, a full length mirror and a relaxing steam shower. The second and third generously proportioned bedrooms both have a pair of Eastern facing windows and large custom built closets. These bedrooms share a full bathroom on the floor, and one of the five additional closets houses a side by side washer and dryer by Whirlpool.</p>
<p>Located up the elegant staircase on the top floor of the home is another entertaining space with a gorgeous wood burning fireplace that could also be utilized as a second master bedroom. An additional room can become an office, home gym, or be used as storage. The full bathroom and a wet bar with refrigerator and wine fridge make this level an entertainer’s paradise! From two access points you can enter onto your 480 sq ft private corner terrace where you will admire an open city view with the Empire State Building!</p>
<p>This classic feeling home has all the modern touches you love including a fully integrated Lutron audio, visual, and lighting system both indoor and out! Storage seems endless, and the thoughtful layout provides privacy, adaptability, and space to accommodate any lifestyle.</p>
<p>Situated in the heart of the West Village and a short walk to Hudson River Park – there’s something for everyone! Dine at April Bloomfield’s local favorite, The Spotted Pig, or visit Michelin Star Rated Minetta Tavern. Walk the quaint streets and visit designer boutiques, or check out some live music at Small’s Jazz Club or the Village Vanguard. Right on the same block you will find several gourmet food shops including Murray’s Cheese, Amy’s Bread, Faicco’s Italian market, and Pasticceria Rocco.</p>
<p>A newly renovated lobby welcomes you home to this boutique building of just 6 residences. A video intercom system is installed for your convenience.</p>
</div>",1.0,1,,,,,7999000.0,1361.0,5369.0,64430.0,,90.0,1,2.5,0,,,,,0,,,,,1,2895.0,8.0,3.0,3.5,5,1,,479.0,,,,15.0,36.0,,Bleecker Street,9.0,1,1,1,1,1,,14,,0,,,,2017-09-20 14:09:56.023453+00,2536.0,2017-09-20 14:09:56.477281+00,2018-06-14 22:20:31.27509+00,2536.0,2536.0,1812.3637902346693,2018-07-18 22:20:08.568579+00,,,0101000020E610000000000000328052C005000020905D4440,0,,2,-74.0030517578125,40.7309608459473,-3014.2154036280726
506865,"8 Catherine Street, New York, NY 10038, USA",8 Catherine Street,"8 Catherine Street, New York, NY 10038, USA",7.0,8 Catherine Street,8,Catherine Street,1.0,43.0,10038.0,231.0,,,1,0,0,1,2,1,1,0,2015-08-25,1,Commercial Office Space for Lease 1100-2600 sf.,catherine-street-midrise-chinatown-manhattan,"<p>
<span>This crown jewel Commercial Mid Rise office building offers glass pane windows throughout and is centrally located at the merging points of Chinatown and the Financial District. This contemporary structure was completed in 2015 and offers amazing visibility as the front facade of the property rests on the Bowery and is located just blocks from the Brooklyn and Manhattan Bridges at the center of both major thoroughfares. The prime location makes this property a beneficiary of high vehicular and pedestrian traffic counts with nearby shopping and restaurants. The floors can be taken as one unit or two.</span></p>",5.0,1,12000.0,,24.0,72.0,,,,,,100.0,1,,0,,,,,0,,,,,1,11002600.0,,,2.0,3,1,,,,,,7.0,2.0,,Bowery,130.0,1,1,1,1,1,,2,,0,,,,2015-08-25 20:29:18.670012+00,1756.0,2015-08-25 20:29:19.127415+00,2015-09-24 10:35:19.286881+00,1756.0,1756.0,1604.00298188491,2018-07-16 12:52:23.28552+00,,,0101000020E6100000B8121505D57F52C0A27BD6355A5B4440,0,,1,-73.99737670000002,40.7136905,-3012.706292775712
885661,"101 Leonard St, New York, NY 10013, USA",101 Leonard St,"101 Leonard St, New York, NY 10013, USA",8.0,101 Leonard Street,101,Leonard Street,1.0,43.0,10013.0,231.0,8F,,0,0,0,0,2,1,1,1,,1,Best Price in Tribeca | 101 Leonard St. 8F,2-br-apartment-tribeca-manhattan-ny,"<div>
<p>- Tribeca 2/2 lowest price per sq ft -</p>
<p>2 Beds | 2 Baths | 1275 sq ft</p>
<p>It features blonde wood floors, custom cabinetry, as well as city skyline. There are many features of this property that make it a definitely a celebrity condominium for sale. The property is located in Tribeca district, well known for its finest dining experiences, art, fashion and sophistication.</p>
<p>As you walk through the master bathroom, you will become enamored with its gorgeous limestone tiles and quartzite countertops. Then you will happily retire to the oversized master bedroom composed with abundant walk-in closet space and high ceilings. Charming kitchen is equipped with the top of the line appliances from Liebherr and Miele.</p>
<p>This luxurious building was built in a prewar building in 1904 by Frederick Browne, is just minutes away from the subway and within 3⁄4 of a mile from the Whole Foods store. Tribeca is a very safe neighborhood and it guarantees you will be able to enjoy culture and use the ability to entertain in a sophisticated manner. If you are looking for a wide range of cuisine to choose from, Nobu can accommodate your needs. Tribeca is well known for film festivals and art shows which can provide great entertainment throughout the year.</p>
<p>The building offers 24hrs of Hotel like, Doorman, concierge service, live in supper, state of the art gym, bike storage and an outdoor space on the roof, perfect for entertaining.</p>
</div>",1.0,1,,,,,2199000.0,1510.0,1780.0,,1510.0,90.0,1,,0,,,,,0,,,,,1,1275.0,5.0,2.0,2.0,8,1,,,,,,15.0,19.0,,Broadway,132.0,1,1,1,1,1,19.0,8,,0,,,,2018-06-15 15:11:09.550816+00,2023.0,2018-06-15 15:11:10.055085+00,2018-07-17 16:46:39.956714+00,2023.0,2023.0,2270.75135841262,2018-07-16 19:55:10.225307+00,,,0101000020E6100000A0E1CD1A3C8052C0DF628F9AC05B4440,0,,2,-74.0036685,40.7168153,-3013.193701836928
855701,"160 W 62nd St, New York, NY 10023, USA",160 W 62nd St,"160 W 62nd St, New York, NY 10023, USA",8.0,160 West 62nd Street,160,West 62nd Street,1.0,43.0,10023.0,231.0,15B,,1,0,0,0,2,1,1,1,2018-06-23,1,Almost New Studio Near Lincoln Square Center in Luxury Building with Sunny Open Views!,studio-apartment-upper-west-side-manhattan-ny,"<div><p>Sunny, renovated studio in Hawthorn Park, a luxury full-service building is available June 23th for move-in for a lease beginning July 1st. Located in a superb location near Lincoln Center, shopping and transportation, this studio has a wall of windows with bright open city views, all new finishes, beautiful granite stainless stell kitchen, stunning spacious bath and in-unit washer/dryer. There is space for a king-size bed with a layout that allows for a division between the living and sleeping areas.   </p>
<p>Hawthorn Park has all the amenities that you would desire:  a 50' lap pool, stone whirlpool spa, state-of-the-art fitness center, men's and women's locker rooms with sauna, building lounge with full kitchen, outdoor deck and terrace as well as a children's playroom.  There is building wifi, on-site ATM, dry cleaning pick-up and delivery as well as on-site laundry.</p>
<p>There is a simple move-in process with expedited approval by Glenwood Management.  The unit is available from July 1st through September 30th at $3,500 with the option to renew through September 2019.  An application is required and there are nominal fees for processing.  One month due with first month's rent.  There is no move-in fee for new tenant.  There is a nominal broker fee. </p></div>",5.0,1,3500.0,3500.0,3.0,15.0,,,,,,100.0,1,,0,,,,,0,,,,,1,550.0,1.0,0.0,1.0,15,1,,,,,,5.0,19.0,,10th Avenue,3.0,1,1,1,1,1,,2,,0,,,,2018-05-10 16:53:01.407468+00,2154.0,2018-05-10 16:53:07.93704+00,2018-05-11 18:58:05.844804+00,2154.0,2154.0,1823.5611071151397,2018-07-17 19:39:50.55843+00,,,0101000020E6100000ECE7A8FE1C7F52C011058E5FD3624440,0,,2,-73.98614470000001,40.7720756,-3016.56868506094
