user_id,item_id,rating,timestamp
903,50,5,891031329
321,611,4,879439832
645,50,4,892054824
224,349,4,888082246
268,544,3,875743090
342,3,2,875318606
269,1065,5,891447891
286,747,4,877533796
896,8,5,887159343
796,1036,4,893219522
116,7,2,876453915
937,286,4,876762200
294,1079,2,889242624
303,1337,1,879485770
416,415,4,886319408
137,680,5,881432735
324,300,5,880574827
182,100,3,885613067
640,926,3,886474913
748,474,4,879454475
102,229,3,888801623
38,526,1,892430636
174,715,3,886514397
634,300,3,881952599
592,853,5,882956201
542,238,4,886532706
697,876,3,882621595
697,815,3,882622430
507,288,5,889964020
450,259,3,887834953
361,657,5,879441253
393,338,2,887742964
314,819,4,877886971
381,652,5,892696252
75,129,3,884049939
435,203,4,884131434
207,318,5,877124871
661,89,5,888300344
293,1018,3,888907552
294,1011,2,889242370
783,881,4,884326584
92,265,4,875657620
826,228,3,885690600
603,56,4,891957053
301,241,3,882077222
537,792,3,886030805
605,12,4,881016144
184,274,4,889907812
622,172,5,882669826
18,166,4,880129595
385,486,2,879442189
554,15,4,876231964
151,654,4,879524514
473,242,3,878156824
876,878,2,879428253
222,796,4,878183684
887,164,4,881380139
125,158,4,892839066
721,1296,3,877137285
234,589,3,892078567
682,12,5,888516953
95,392,3,880571428
405,313,4,885544635
399,1170,3,882510250
806,705,4,882387595
330,100,4,876544277
373,114,5,877098402
655,1632,3,888685759
474,286,5,887914646
221,762,4,875244598
532,918,4,893013954
582,50,5,882961082
228,651,4,889388521
654,100,1,887863436
303,124,4,879466491
1,32,5,888732909
802,323,5,875984722
734,479,4,891025541
95,79,4,879196231
56,421,4,892677186
279,165,4,875310233
495,216,4,888632443
65,98,4,879218418
75,831,3,884051056
269,52,4,891447329
823,231,3,878439337
328,227,3,885047129
518,471,3,876822873
846,241,4,883947911
527,671,5,879455873
452,27,5,885816916
546,349,4,885141260
894,1016,3,879896920
338,443,5,879438570
237,9,4,879376730
684,225,3,875811341
868,451,2,877112063
339,428,5,891032349
552,873,3,879220688
436,327,5,887768694
690,197,4,881180427
295,154,5,879517801
669,347,3,891182948
60,650,4,883327201
18,133,5,880130713
405,568,4,885547910
353,313,5,891402757
69,197,5,882145548
682,774,4,888522894
585,1158,4,891282573
791,259,3,879448087
344,196,4,884901328
343,523,5,876404647
373,849,3,877105005
666,492,4,880139252
720,1062,5,891262812
130,398,3,878537516
854,170,4,882813537
615,192,5,879448780
181,147,1,878963168
145,682,3,879161624
763,234,3,878923288
29,343,3,882821673
453,248,4,887942143
637,273,3,882903250
374,124,3,880392873
373,472,3,877111951
592,969,4,882956718
751,305,2,887134730
373,48,5,877098223
50,276,2,877052400
379,164,4,880524582
920,302,4,884219701
806,879,3,882384802
880,411,4,880167328
780,164,4,891363996
474,647,4,887924571
707,313,2,886288754
749,9,3,878846903
592,336,1,882607476
128,1039,4,879967079
43,235,3,875975520
676,174,5,892686459
752,321,3,891208212
59,56,5,888204465
718,300,5,883348269
603,748,5,891956302
406,488,4,879445642
661,58,4,886841865
280,1313,5,891700184
101,257,4,877137015
201,408,4,884111436
749,483,4,878847540
416,1407,2,886320112
313,135,5,891014401
344,87,4,889814195
7,503,4,891353950
834,346,3,890860194
835,488,5,891034117
848,357,5,887038104
286,537,4,889651402
99,174,5,885679705
754,127,4,879451420
291,1178,4,875086354
95,1219,1,888956489
498,649,3,881961745
919,99,4,875373945
109,809,4,880582945
707,287,4,880059774
790,1044,4,885158185
53,284,2,879442901
293,294,2,888904410
286,652,4,877531899
697,369,5,882622481
493,109,4,884130416
684,178,4,878760250
345,274,3,884991267
843,211,2,879446255
295,470,3,879518257
572,121,2,879449610
440,1265,5,891548567
542,347,3,886532176
325,554,1,891479912
351,751,4,883356614
601,222,4,876347039
770,257,4,875972059
864,111,3,888888115
145,203,5,875271948
627,271,5,879529432
524,570,4,884637128
414,678,1,884999066
833,385,3,875039204
334,283,4,891544810
543,742,3,874861699
387,650,2,886480163
101,472,3,877136711
653,128,3,880606620
829,705,4,891204271
669,649,4,891260754
23,132,4,874785756
98,210,4,880498968
19,310,4,885412063
290,121,4,880475266
458,596,4,886395350
938,866,5,891356991
551,273,4,892782865
451,303,2,879012648
645,64,3,892053429
645,640,4,892055285
246,196,3,884921861
330,231,5,876545418
472,420,3,875982149
130,1047,5,875801897
621,300,3,890517589
668,345,2,890349041
754,619,4,879451517
268,179,4,875309258
334,337,4,891544177
504,370,3,887832268
195,615,4,880650666
561,928,2,885810330
863,359,3,889289158
314,284,3,877886706
488,211,4,891294158
758,340,3,880672345
453,42,5,877554301
293,1229,1,888907210
128,28,5,879966785
774,197,1,888556746
664,153,4,876526152
804,265,4,879445037
860,517,4,885991076
343,655,5,876405697
607,847,4,883879638
853,690,2,879364744
869,122,3,884493060
280,1051,4,891700904
389,497,4,879991461
321,514,4,879439706
576,204,4,886986445
374,195,3,880938870
393,775,4,889731390
675,1101,4,889490029
195,143,5,875771441
188,211,4,875075062
932,1266,4,891248937
601,131,4,876350766
782,338,2,891498676
577,1531,4,880475408
804,513,5,879441937
235,193,5,889655204
267,67,3,878973088
545,121,5,879899299
227,741,3,879035464
559,515,4,891035111
824,991,3,877021121
94,143,4,891722609
388,596,4,886436661
786,125,4,882841745
270,553,1,876955689
546,682,3,885140097
109,22,4,880572950
798,161,3,875639235
541,769,1,884046888
211,205,5,879459952
345,79,4,884992291
252,277,4,891456797
588,386,2,890029445
325,134,4,891478599
201,656,4,884111775
589,322,3,883352631
222,1044,4,881060578
658,530,4,875147995
318,24,4,884495132
268,180,3,875309719
329,483,4,891656347
541,542,1,884046888
870,89,3,879539936
682,1074,4,888517792
71,276,4,877319375
125,153,2,879454419
506,324,1,877984213
487,291,3,883445079
62,382,3,879375537
370,107,4,879435244
276,388,2,874792094
117,1012,4,881008815
903,994,3,891031883
907,476,4,880159134
648,187,3,884882664
555,271,3,879961963
664,14,4,878090764
899,746,4,884121512
389,396,3,880089037
409,214,4,881109216
311,399,4,884366269
887,470,3,881380773
932,1454,4,891251985
269,508,4,891446265
833,378,3,875124648
590,116,5,879439196
487,79,5,883446543
611,906,2,891636223
650,145,3,891387953
145,1028,5,875271607
942,362,3,891282420
730,273,2,880310324
694,449,4,875727271
607,474,4,883879473
100,271,3,891375260
774,410,1,888558762
936,137,4,886832544
13,531,3,882140104
840,609,4,891204627
325,133,3,891478333
206,308,2,888180049
308,174,4,887736696
308,811,4,887739212
643,514,3,891446688
456,710,3,881374649
18,613,5,880129769
747,478,4,888639437
84,591,4,883451664
407,755,3,875553509
13,774,1,882396913
827,289,3,882807571
328,481,3,885048500
456,550,2,881375381
633,96,4,875324997
16,172,5,877724726
174,716,5,886513674
526,147,4,885682503
452,455,1,876297413
244,317,5,880602083
586,720,4,884062742
622,30,4,882670190
838,318,5,887067085
474,42,4,887923923
870,644,2,882123665
198,24,2,884205385
10,463,4,877889186
844,625,3,877388040
438,1028,2,879868529
85,211,5,879454005
682,209,3,888521381
290,483,5,880473845
653,628,4,878866413
334,845,2,891544867
328,748,3,885045245
605,934,4,879425706
16,127,5,877719206
189,255,2,893277551
523,582,4,883701154
246,981,1,884924765
385,500,4,879443352
280,722,3,891702122
864,191,4,888887869
92,642,3,875654929
457,825,5,882553112
375,234,5,886621917
429,89,4,882385168
350,132,5,882346929
387,718,4,886480206
56,794,3,892683960
871,270,5,888192858
198,118,2,884206513
24,97,4,875323193
232,276,5,880062447
452,554,3,875562245
749,273,4,878848243
588,111,1,890028509
778,98,4,890725951
94,569,1,891722980
495,232,5,888635202
21,219,5,874951797
521,427,3,884477630
318,1048,4,884495001
631,1527,2,888465351
648,728,2,884882078
417,1011,3,880949438
497,1000,2,878759777
90,310,3,891382240
15,845,2,879456108
655,47,3,887426972
889,1110,3,880182943
854,222,4,882812492
405,83,1,885545974
682,1039,4,888517510
23,404,4,874787860
773,121,2,888540163
899,463,4,884121342
308,273,2,887737084
435,121,3,884133284
936,286,5,886833794
927,228,5,879184644
762,934,1,878719406
840,845,5,891203553
650,498,4,891369587
786,703,3,882843190
892,482,5,886608136
321,654,4,879439927
405,380,2,885545883
491,285,5,891185919
655,49,1,887428417
751,658,3,889133106
533,283,3,879365733
618,111,3,891308946
129,270,3,883243934
500,1009,4,883865532
421,56,5,892241421
666,32,4,880139466
533,96,4,879438767
312,1050,5,891698832
158,149,3,880132383
70,206,3,884067026
446,299,2,879787149
361,98,5,879441215
682,70,4,888517416
458,192,4,886396240
583,55,4,879384404
852,358,3,891036414
226,147,3,883889479
523,1472,5,883701124
291,636,4,874834799
798,694,3,875303718
43,432,3,875981421
653,204,4,878867093
648,29,2,884883149
543,397,3,877547005
339,498,4,891033044
541,405,3,883871695
659,642,2,891386492
620,444,3,889987682
394,655,5,880888313
671,38,5,884035992
702,294,1,885767555
867,524,5,880078604
422,448,4,879744085
774,23,3,888556634
219,132,5,889403668
677,240,5,889399431
790,116,4,884461334
776,496,3,891628708
499,193,4,885599682
536,87,3,882359584
276,117,4,874786568
200,161,4,884128979
561,185,4,885807173
301,111,1,882074708
781,179,5,879634017
721,127,5,877140409
506,196,4,874873745
268,108,3,875742992
162,105,2,877636458
716,603,5,879794775
559,587,4,891034095
624,750,4,891961163
373,367,3,877100458
574,328,3,891279174
23,183,3,874785728
527,134,5,879456490
642,385,5,885602571
700,168,3,884494420
234,443,3,892334079
159,1258,1,884026823
351,1105,4,883356833
393,696,4,887745258
201,385,2,884112427
761,245,5,876189715
883,1592,5,891692168
393,154,2,887746302
94,1218,4,891722511
451,308,1,879012890
337,227,5,875185319
721,732,4,877147079
529,331,4,882535220
514,988,2,885180989
705,38,5,883428258
373,209,4,877098437
296,628,5,884196640
502,243,3,883702945
618,959,4,891309756
65,73,4,879217998
303,283,3,879467936
521,99,3,885253937
178,679,4,882826944
642,1133,3,886569295
268,206,3,875309232
189,1060,5,893264301
255,859,3,883216748
758,269,4,880672230
144,293,4,888104283
697,820,3,882622373
57,496,4,883698362
197,326,3,891409199
710,496,4,882063793
727,627,3,883711150
65,378,5,879217032
327,682,3,887737629
537,357,4,886030707
562,89,1,879195819
308,192,5,887736696
707,279,3,886285627
830,233,3,891561737
7,652,3,891352659
889,831,2,880177387
312,1124,4,891698553
116,328,3,876452186
497,233,2,879310883
825,273,5,880756401
125,269,1,879454002
749,736,3,878847988
156,187,5,888185778
363,212,1,891497278
405,567,2,885548474
279,214,3,875306910
468,51,3,875293386
418,258,5,891282551
154,200,5,879138832
883,886,3,892439422
605,405,3,879429706
402,228,3,876267173
577,826,4,880470852
305,845,3,886323335
453,1145,2,888206492
179,346,3,892151489
536,450,2,882364152
601,71,1,876349937
94,250,4,891724257
82,414,4,878769748
908,300,3,879722076
844,55,4,877387769
305,863,4,886324387
152,191,5,880149963
62,15,2,879372634
455,504,4,879110573
458,96,4,886398543
345,58,4,884916322
181,1296,1,878962006
392,170,5,891039015
851,754,2,891961831
774,418,2,888558019
914,313,3,887121969
474,192,4,887924571
618,88,4,891309440
385,286,3,879438600
194,76,2,879549503
410,315,4,888627138
721,682,3,877137285
347,202,4,881654211
94,203,5,885870577
244,739,3,880604004
735,333,4,876697647
474,66,4,887926437
653,654,2,880606620
806,76,3,882389054
617,488,4,883789386
234,832,2,892335501
363,760,1,891499993
497,31,3,879361802
880,284,4,880242528
666,162,4,880568662
833,24,4,875036213
655,762,2,888984255
735,123,3,876698866
222,248,4,877563506
476,959,3,883364433
875,133,4,876464967
346,38,3,874950993
166,288,3,886397510
474,186,4,887925977
94,190,5,885870231
405,375,1,885546835
643,98,3,891446688
34,289,1,888602950
151,402,3,879543423
796,79,5,892661988
896,237,5,887158714
458,736,4,886398543
416,67,4,886318740
892,648,4,886607642
690,56,4,881177349
921,1060,2,879379942
105,258,5,889214306
178,274,4,882824253
325,386,4,891479890
657,327,1,884238247
825,237,4,880931932
63,1028,3,875748198
508,443,4,883777071
774,318,1,888556483
75,1,4,884050018
128,432,2,879968125
520,871,1,885170547
334,11,4,891545741
383,238,5,891192836
730,873,2,880310035
620,588,5,889988036
667,357,5,891034767
405,5,4,885545070
634,127,5,877018347
388,672,4,886441083
702,751,4,885767576
483,450,4,878953593
212,246,5,879303571
119,459,4,887038711
352,12,4,884290428
255,281,1,883216902
864,471,5,888888862
279,805,3,879573022
405,640,1,885549589
582,826,3,882962652
659,197,5,891385080
728,285,4,879443446
870,574,1,879902181
618,164,3,891309041
429,53,1,882386814
648,473,3,882211965
44,201,2,878347392
405,429,5,885545200
889,22,3,880178158
763,153,4,878915692
870,763,4,879902059
297,984,1,881707865
658,169,5,875147935
417,117,4,879646484
545,199,4,880347770
537,694,4,886031407
79,900,4,891271245
417,562,4,879648955
318,4,2,884497516
714,300,5,892778035
429,185,4,882386006
835,650,5,891033957
253,202,5,891628392
541,543,4,883875432
305,679,3,886324792
693,419,2,875484501
819,255,1,884105841
363,1157,2,891498558
213,172,5,878955442
890,443,4,882404541
126,311,4,887855173
533,297,4,893160944
221,128,3,875246209
903,192,5,891033628
374,815,4,880393668
332,409,3,887938601
326,441,2,879877433
931,315,5,891037577
234,765,3,892336322
539,22,3,879788195
1,70,3,875072895
506,747,2,874874629
825,931,3,889021287
494,204,5,879541298
145,3,3,875271562
805,447,4,881695293
634,1049,2,877018004
636,15,5,891449237
619,326,2,885953601
342,764,1,875318762
856,294,4,891489502
21,873,2,874950932
102,117,3,888801232
2,286,4,888549960
690,276,3,881178293
589,328,5,883352562
524,418,1,884637598
496,50,5,876072633
436,1028,4,887770693
663,1245,4,889492959
217,11,4,889069741
870,447,4,879713953
936,127,5,886833795
551,1035,2,892778244
629,55,4,880117094
620,7,4,889987073
342,204,4,874984261
64,546,3,889739883
72,89,3,880037164
519,1592,5,883250148
595,109,2,886921365
493,1013,1,884131777
125,290,4,892838375
299,185,3,878192039
738,240,3,875350385
417,42,4,879647498
711,121,1,876185726
678,276,5,879544952
253,318,5,891628323
509,302,5,883590443
660,1615,2,891198441
416,448,3,886316797
180,196,5,877355617
90,656,5,891385132
253,56,3,891628229
416,213,5,893213443
125,181,5,879454139
416,288,5,893213796
85,192,4,879454951
235,135,4,889655571
94,192,4,891721142
194,523,5,879521596
805,154,5,881704063
271,659,3,885848827
497,781,3,879310445
13,287,1,882141459
787,259,4,888979721
577,98,4,880474530
504,382,4,887839709
271,429,4,885848672
798,1446,4,875914898
303,159,3,879484695
481,66,3,885828203
23,642,3,874785843
20,678,4,879667684
463,864,3,890530351
296,244,1,884196896
617,440,4,883789635
484,234,4,891195687
442,210,3,883388609
308,8,5,887736696
246,416,3,884923047
711,248,5,886030732
643,721,2,892502531
725,322,4,876103762
897,484,3,879991341
784,315,4,891386988
792,15,4,877909865
303,514,5,879466667
518,147,4,876823324
267,810,3,878973568
756,183,4,874831383
313,127,5,891013620
295,405,5,879518319
16,178,5,877719333
446,306,3,879786691
548,460,4,891416122
887,13,1,881378928
246,470,4,884922964
194,496,4,879520743
919,148,3,875289417
207,174,4,877750843
858,754,4,879459087
7,179,5,891352303
753,328,3,891401167
452,523,2,887889774
870,499,4,879713935
538,240,2,877109422
416,462,5,893212895
62,402,3,879375883
159,412,3,880557824
200,378,5,884129301
537,241,3,886031540
392,246,5,891038110
372,53,5,876869553
840,465,4,891204798
912,423,5,875966694
106,45,3,881453290
901,391,5,877131205
449,983,2,879959331
426,493,4,879444473
844,179,3,877387548
460,286,4,882910838
922,662,3,891448246
517,229,3,892660034
605,174,3,879424743
727,246,4,883708806
933,50,4,874854383
81,1047,3,876533988
823,640,1,878439315
440,921,5,891578264
879,222,4,887761460
324,597,4,880575493
346,72,3,874951714
334,1048,4,891545480
892,318,5,886607641
546,56,5,885141332
635,150,3,878879236
527,855,2,879455814
308,629,4,887738894
835,685,4,891032627
276,179,5,874791102
92,199,3,875811628
174,1230,1,886515210
406,596,3,879540078
456,1267,4,881373756
405,30,1,885549544
819,258,2,879952538
393,729,4,887746431
268,219,3,875744533
450,781,4,882398220
561,28,2,885808053
417,245,4,879649779
251,12,4,886271700
268,60,5,875309344
59,662,3,888206125
561,537,4,885808866
815,483,5,878696284
332,673,5,888360307
660,542,2,891201887
588,174,3,890015323
592,844,4,882608021
60,50,5,883326566
58,20,1,884304538
815,204,4,878693871
293,290,2,888905198
534,243,3,877807461
498,127,4,881954219
157,118,2,886890439
430,100,5,877225570
592,170,5,882955703
551,291,4,892778337
741,357,5,891018507
385,896,5,883869456
758,252,3,880672830
521,229,2,884478314
566,108,2,881651360
731,507,3,886184771
119,392,4,886176814
37,92,4,880930072
499,100,4,885599040
346,1090,2,875265071
405,529,1,885549543
823,410,4,878438535
863,909,3,889289619
95,175,5,879197603
151,496,4,879524974
406,215,3,884630523
894,990,3,879896268
867,134,5,880078723
222,747,2,878181976
361,525,4,879441253
450,1044,4,887139844
343,67,3,876407663
776,168,5,891628656
757,153,3,888468995
474,282,4,887916411
450,102,4,882468047
610,352,1,888702795
796,1042,4,893194740
312,601,5,891699067
537,709,4,886031342
457,1012,4,882393765
30,1007,5,885941156
499,902,5,892501173
442,313,3,883387916
566,705,4,881649871
207,735,4,877878688
346,546,4,875263238
487,265,5,883530236
330,699,5,876547032
831,260,2,891354371
319,350,3,889816233
552,274,3,879222162
290,476,3,880475837
790,577,2,885158122
815,686,5,878695092
921,25,3,879379736
932,611,5,891250418
454,509,2,881960230
409,1021,4,881168603
695,333,2,888805952
860,56,4,885990862
683,914,2,893283104
31,682,2,881547834
457,160,4,882395078
792,831,2,877910666
934,488,5,891192197
156,180,5,888185777
545,729,3,884134114
279,433,4,880869018
311,720,3,884366307
478,357,5,889388724
224,326,4,888082071
363,163,3,891495143
838,705,5,887065750
487,672,4,884024462
269,237,2,891446368
144,357,4,888105254
90,303,4,891382193
90,134,5,891383204
342,1071,4,875319497
1,65,4,875072125
7,176,3,891350782
263,269,4,891296842
70,568,3,884149722
476,451,3,883364475
793,294,5,875103584
521,108,3,884476020
308,531,4,887738057
109,54,3,880578286
848,125,5,887040159
436,217,4,887771146
478,282,3,889398216
921,173,5,884673780
143,331,5,888407622
94,91,5,891722006
312,357,5,891698987
653,357,4,878854383
707,707,5,886286133
394,576,2,881058371
345,28,3,884916441
486,277,3,879874418
717,260,1,884641911
181,938,1,878961586
492,83,4,879969644
59,226,4,888206362
24,286,5,875323773
429,356,3,882386942
326,174,4,879874825
326,633,4,879875852
848,428,5,887047809
704,272,5,891397015
526,936,5,885682448
911,151,5,892840916
661,189,4,876013850
896,685,3,887160465
453,120,1,877553678
85,658,3,879829861
13,769,3,882397040
374,825,3,880394233
303,1041,2,879485507
796,781,4,893047241
774,294,1,888555792
625,945,3,891262724
738,180,5,892844112
826,422,2,885690379
661,174,5,876013447
843,206,3,879448112
102,809,3,888802768
788,118,3,880870335
936,14,4,886832373
200,193,4,884129209
524,615,2,884637409
694,526,5,875729431
484,742,3,881449737
389,520,3,879991175
633,148,1,875326138
79,236,5,891271719
228,288,4,889387173
694,491,3,875731050
894,1501,4,882404363
628,984,5,880776981
59,649,4,888205660
334,744,3,891545108
301,182,5,882075774
658,433,4,875147994
810,879,5,890083124
92,423,3,875655990
472,660,5,875982096
290,117,3,880474799
392,493,4,891038945
610,606,5,888703343
643,234,4,891447260
94,800,3,891723296
650,604,3,891385178
637,7,1,882903044
450,142,5,887835352
442,68,3,883390416
551,1439,5,892783612
754,15,5,879451743
388,871,2,886440608
705,399,5,883427778
615,427,5,879448475
342,12,5,874984315
327,1141,3,887822681
830,226,5,891561806
551,274,2,892783488
639,193,3,891239177
276,180,5,874787353
536,97,3,882360662
64,235,4,889740567
256,974,3,882164059
851,56,5,875731489
164,117,5,889401816
499,326,3,892501059
751,174,4,889133012
60,609,3,883327923
943,794,3,888640143
586,127,4,884057313
480,89,4,891208651
497,55,3,879310705
119,1264,3,886176993
405,953,3,885546487
712,785,5,874730206
823,194,5,878439136
842,303,5,891218002
77,238,5,884733965
196,340,3,881251045
788,399,3,880871128
450,1518,4,887138957
514,180,3,886189927
385,169,5,880870205
417,17,4,879648183
435,790,4,884133818
374,288,4,885107876
271,244,2,886106039
681,328,3,885409810
548,310,3,891042474
846,609,5,883949199
184,506,4,889909569
457,229,4,882392853
533,483,4,879438470
450,526,4,882396245
782,298,4,891499278
610,50,4,888702961
398,705,5,875658898
655,89,4,887650683
836,900,2,885753475
943,237,4,888692413
581,275,3,879641787
213,48,5,878955848
798,828,4,875637986
30,231,2,875061066
648,152,5,884368485
231,300,4,888605273
169,234,4,891359418
6,133,4,883601459
92,92,4,875654846
225,510,5,879539672
806,170,5,882387520
859,1061,4,885776056
380,463,4,885479372
130,550,5,878537602
899,724,5,884122776
350,98,4,882347832
804,180,4,879442348
770,222,4,875973686
64,389,4,889739834
184,1014,2,889907468
618,443,4,891308665
125,117,3,879454699
537,896,3,886028604
43,312,4,883953502
786,416,4,882843534
85,269,3,891289966
721,331,3,877137285
758,203,5,881978016
197,294,4,891409290
503,10,5,879438257
178,1048,2,884837073
642,969,2,885603662
479,358,1,879459732
58,135,4,884305150
474,943,4,887925751
508,511,4,883767246
716,248,4,879793293
510,330,2,887667808
7,380,4,891354053
407,859,3,876348639
661,498,5,876017801
936,1323,4,886833281
345,747,3,884993139
880,357,5,880175622
823,211,5,878438585
734,111,3,891025993
189,503,3,893266137
66,298,4,883601324
471,172,4,889827822
422,477,4,875130027
368,413,1,889783454
878,690,2,880865230
699,118,4,879148051
133,286,2,890588524
405,441,1,885548435
787,306,3,888979007
94,829,2,891724800
721,175,5,877140282
851,295,5,874728370
301,95,5,882076334
479,1013,1,879460453
49,995,3,888065577
94,4,4,891721168
877,553,4,882678137
279,1037,1,888806543
588,393,4,890026939
194,89,3,879521328
420,513,5,891356864
916,820,2,880843636
719,137,1,884899841
698,505,2,886367750
395,258,4,883762309
682,328,3,888518363
796,250,5,892660984
298,215,5,884182685
892,447,3,886610174
465,98,4,883531409
281,682,3,881200519
896,1018,3,887160116
338,990,4,879437607
650,198,4,891381546
935,815,4,884472576
7,401,4,891354257
864,443,4,888890639
143,326,5,888407708
904,794,4,879735710
9,487,5,886960056
59,660,4,888205534
543,1099,4,874863878
518,696,5,876823266
207,1118,3,878104017
883,257,5,891914605
497,176,4,879310762
749,603,5,878847804
303,2,3,879467191
780,50,5,891363685
276,1083,3,877934891
447,56,5,878855782
259,210,4,874725485
321,419,4,879439620
654,257,4,887863802
210,1028,3,887730931
327,85,2,887819507
83,929,3,880307140
260,881,4,890618537
548,272,2,891042194
920,286,2,884219953
869,696,2,884493021
292,193,4,881105734
495,433,4,888634315
152,354,3,890322242
456,985,3,881371492
536,489,4,882360451
215,176,5,891435804
698,127,4,886366101
271,1101,4,885849025
60,427,5,883326620
303,1039,5,879466457
190,974,2,891625949
862,70,4,879305172
805,709,4,881696699
396,751,3,884645648
223,819,3,891550404
847,70,3,878940584
95,133,3,888954341
290,69,4,880473696
181,263,1,878961709
684,238,3,878759545
338,208,3,879438225
318,357,4,884496069
936,904,5,886831415
655,98,4,887472744
758,510,3,881974823
263,678,2,891297766
401,197,4,891033417
500,1,4,883865021
669,64,4,891260440
537,515,4,886031297
361,14,4,879440651
525,237,4,881085893
374,411,3,880394088
474,729,4,887927152
318,289,3,884470682
230,210,5,880484975
94,28,4,885873159
280,1207,4,891701998
111,303,3,891680028
270,327,5,876953900
447,22,4,878856422
276,1079,2,874787300
257,286,5,879029516
541,420,4,883874749
460,532,3,882912370
617,436,3,883789464
372,234,5,876869387
444,751,4,890247172
294,127,5,877819265
524,69,4,884634578
313,164,3,891014870
913,789,4,880946415
463,880,4,890452525
459,259,4,879561630
105,343,2,889214524
398,191,4,875721348
639,648,3,891239491
379,417,5,880525794
